want,787,,still,34,,pasta,26.3,,,
way,779,,taste,34,,first,26.0,,,
lot,777,,tasty,34,,kimchi,26.0,,,
bit,775,,again,33,,italian,25.7,,,
definitely,765,,around,33,,bartender,25.6,,,
down,754,,both,33,,delicious,25.4,,,
friendly,748,,definitely,33,,noodle,25.4,,,
few,743,,every,33,,know,25.4,,,
around,738,,friendly,33,,pad,25.3,,,
sushi,737,,hot,33,,coffee,25.3,,,
beer,736,,long,33,,came,25.2,,,
taste,735,,made,33,,two,25.2,,,
most,732,,review,33,,japanese,25.0,,,
ask,726,,salad,33,,tikka,25.0,,,
off,723,,something,33,,chipotle,24.8,,,
made,721,,staff,33,,meal,24.6,,,
side,693,,sure,33,,want,24.6,,,
roll,680,,table,33,,never,24.6,,,
serve,679,,tried,33,,day,24.6,,,
something,677,,two,33,,over,24.5,,,
again,674,,before,32,,Mcdonalds,24.5,,,
special,674,,drink,32,,bad,24.2,,,
dinner,672,,feel,32,,fresh,24.1,,,
sure,672,,few,32,,online,24.0,,,
ever,652,,flavor,32,,sashimi,23.7,,,
area,651,,new,32,,sub,23.5,,,
before,644,,next,32,,few,23.2,,,
tasty,641,,now,32,,definitely,23.2,,,
now,639,,option,32,,though,23.2,,,
small,633,,special,32,,still,23.1,,,
since,632,,want,32,,falafel,23.0,,,
minute,619,,where,32,,Pizza Hut,23.0,,,
hot,603,,dinner,31,,mein,23.0,,,
enough,599,,experience,31,,papa,23.0,,,
soup,586,,favorite,31,,salsa,23.0,,,
rice,583,,kind,31,,right,22.7,,,
tried,582,,sandwich,31,,say,22.7,,,
experience,581,,should,31,,friendly,22.7,,,
bread,579,,since,31,,ramen,22.5,,,
new,578,,small,31,,rice,22.4,,,
every,575,,soup,31,,star,22.4,,,
everything,574,,work,31,,around,22.4,,,
staff,574,,actually,30,,bread,22.3,,,
wait,564,,another,30,,lot,22.2,,,
both,563,,beef,30,,breakfast,22.1,,,
favorite,563,,cheap,30,,cocktail,22.0,,,
work,562,,enough,30,,jimmy,22.0,,,
meat,556,,look,30,,made,21.8,,,
kind,544,,many,30,,slice,21.7,,,
review,542,,minute,30,,dinner,21.7,,,
big,532,,same,30,,truck,21.7,,,
next,529,,spot,30,,way,21.6,,,
quite,525,,took,30,,taste,21.6,,,
year,525,,wait,30,,johns,21.5,,,
quality,522,,worth,30,,wine,21.4,,,
location,518,,amazing,29,,dog,21.2,,,
find,512,,awesome,29,,special,21.1,,,
coffee,506,,decent,29,,deli,21.0,,,
where,503,,dish,29,,paneer,21.0,,,
long,499,,last,29,,bit,20.9,,,
many,494,,maybe,29,,down,20.9,,,
flavor,491,,meat,29,,most,20.9,,,
decent,485,,need,29,,location,20.7,,,
cheap,481,,night,29,,off,20.7,,,
actually,478,,nothing,29,,minute,20.6,,,
look,476,,probably,29,,something,20.5,,,
should,476,,cheese,28,,pepperoni,20.5,,,
last,468,,find,28,,again,20.4,,,
maybe,467,,full,28,,small,20.4,,,
spicy,466,,hour,28,,since,20.4,,,
nothing,464,,quality,28,,sure,20.4,,,
amazing,459,,super,28,,before,20.1,,,
option,458,,used,28,,Americanized,20.0,,,
atmosphere,457,,why,28,,dominos,20.0,,,
feel,457,,year,28,,tsos,20.0,,,
another,455,,ask,27,,serve,20.0,,,
probably,453,,atmosphere,27,,now,20.0,,,
hour,452,,check,27,,enough,20.0,,,
same,449,,found,27,,curry,19.6,,,
worth,446,,fry,27,,delivery,19.6,,,
however,437,,portion,27,,dough,19.5,,,
usually,435,,those,27,,side,19.3,,,
selection,434,,week,27,,Korean,19.2,,,
fried,433,,anything,26,,meat,19.2,,,
recommend,432,,away,26,,area,19.1,,,
need,419,,bread,26,,asada,19.0,,,
spot,411,,different,26,,carne,19.0,,,
why,403,,excellent,26,,soup,18.9,,,
breakfast,397,,free,26,,tasty,18.9,,,
portion,397,,guy,26,,wait,18.8,,,
tasted,390,,home,26,,year,18.8,,,
sweet,389,,however,26,,experience,18.7,,,
once,387,,huge,26,,calzone,18.7,,,
took,384,,item,26,,quality,18.6,,,
used,384,,looking,26,,spicy,18.6,,,
ok,379,,might,26,,ever,18.6,,,
fast,377,,open,26,,pita,18.3,,,
looking,375,,overall,26,,find,18.3,,,
excellent,374,,recommend,26,,hot,18.3,,,
full,374,,rice,26,,buffet,18.2,,,
beef,372,,sweet,26,,favorite,18.2,,,
plate,369,,usually,26,,work,18.1,,,
awesome,366,,almost,25,,new,18.1,,,
home,358,,bar,25,,Quiznos,18.0,,,
huge,357,,coming,25,,diner,17.8,,,
those,354,,couple,25,,tried,17.6,,,
guy,353,,else,25,,appetizer,17.6,,,
open,352,,especially,25,,waitress,17.6,,,
taco,349,,fried,25,,kind,17.5,,,
Chinese,343,,inside,25,,chicago,17.5,,,
inside,343,,location,25,,sour,17.5,,,
free,342,,ok,25,,every,17.4,,,
different,341,,once,25,,staff,17.4,,,
couple,339,,plate,25,,selection,17.4,,,
found,339,,selection,25,,fried,17.3,,,
server,338,,spicy,25,,fish,17.1,,,
steak,338,,tasted,25,,both,17.1,,,
super,338,,wanted,25,,bell,17.0,,,
anything,337,,although,24,,bulgogi,17.0,,,
customer,337,,customer,24,,lo,17.0,,,
tea,335,,dessert,24,,sport,17.0,,,
appetizer,334,,fast,24,,atmosphere,16.9,,,
egg,333,,green,24,,steak,16.9,,,
away,332,,half,24,,everything,16.9,,,
large,330,,happy,24,,however,16.8,,,
cafe,329,,instead,24,,tea,16.8,,,
student,328,,line,24,,tortilla,16.8,,,
quick,327,,may,24,,usually,16.7,,,
fish,325,,offer,24,,decent,16.7,,,
else,324,,often,24,,California,16.7,,,
outside,323,,outside,24,,recommend,16.6,,,
week,321,,owner,24,,greek,16.6,,,
wine,321,,street,24,,bacon,16.5,,,
thought,320,,student,24,,next,16.5,,,
almost,318,,thought,24,,large,16.5,,,
half,318,,veggie,24,,many,16.5,,,
although,317,,cafe,23,,review,16.4,,,
dessert,317,,choice,23,,gyro,16.3,,,
veggie,317,,close,23,,topping,16.2,,,
waitress,316,,decided,23,,hour,16.1,,,
overall,315,,during,23,,last,16.1,,,
told,315,,end,23,,maybe,16.1,,,
wanted,309,,enjoy,23,,cheap,16.0,,,
college,308,,fan,23,,meatball,16.0,,,
wing,308,,finally,23,,nothing,16.0,,,
owner,307,,least,23,,pupusa,16.0,,,
item,306,,left,23,,toasted,16.0,,,
potato,305,,okay,23,,actually,15.9,,,
line,303,,perfect,23,,pork,15.9,,,
check,294,,plus,23,,look,15.9,,,
stop,293,,point,23,,pub,15.8,,,
street,293,,potato,23,,amazing,15.8,,,
three,293,,second,23,,fast,15.7,,,
perfect,291,,today,23,,tofu,15.7,,,
old,290,,told,23,,big,15.6,,,
Thai,290,,tomato,23,,probably,15.6,,,
happy,288,,bean,22,,tasted,15.6,,,
tomato,288,,business,22,,tempura,15.5,,,
green,283,,college,22,,once,15.5,,,
slice,282,,cooked,22,,server,15.4,,,
choice,278,,egg,22,,should,15.4,,,
especially,278,,high,22,,flavor,15.3,,,
during,276,,old,22,,mozzarella,15.3,,,
dining,275,,piece,22,,entree,15.3,,,
entree,275,,quick,22,,another,15.2,,,
pork,270,,reason,22,,hookah,15.2,,,
least,267,,server,22,,ok,15.2,,,
top,266,,stuff,22,,egg,15.1,,,
cooked,265,,such,22,,long,15.1,,,
point,264,,walk,22,,toast,15.1,,,
decided,263,,whole,22,,bim,15.0,,,
reason,262,,yes,22,,China,15.0,,,
visit,262,,amount,21,,enchilada,15.0,,,
house,261,,counter,21,,fatburger,15.0,,,
burrito,260,,course,21,,pancake,15.0,,,
high,260,,disappointed,21,,samosa,15.0,,,
offer,260,,each,21,,spaghetti,15.0,,,
left,259,,far,21,,sum,15.0,,,
enjoy,258,,keep,21,,wok,15.0,,,
okay,258,,looked,21,,same,15.0,,,
part,257,,onion,21,,sweet,15.0,,,
shrimp,257,,seems,21,,worth,14.9,,,
either,256,,sit,21,,quick,14.9,,,
cool,254,,sometimes,21,,room,14.8,,,
room,252,,stop,21,,game,14.8,,,
looked,250,,three,21,,plate,14.8,,,
might,250,,top,21,,margarita,14.8,,,
walk,250,,trying,21,,group,14.7,,,
hard,249,,visit,21,,portion,14.7,,,
seems,246,,white,21,,eggplant,14.7,,,
counter,245,,yet,21,,quite,14.6,,,
may,245,,bite,20,,teriyaki,14.6,,,
often,245,,brought,20,,bibimbap,14.5,,,
parking,243,,burger,20,,crowd,14.5,,,
everyone,242,,campus,20,,marinara,14.5,,,
fan,242,,coffee,20,,dining,14.5,,,
instead,242,,cold,20,,need,14.4,,,
coming,241,,deal,20,,looking,14.4,,,
end,241,,either,20,,why,14.4,,,
sometimes,240,,everyone,20,,excellent,14.4,,,
yes,239,,fact,20,,BBQ,14.4,,,
buffet,237,,hard,20,,TV,14.3,,,
pasta,237,,having,20,,option,14.3,,,
such,237,,large,20,,cafe,14.3,,,
close,235,,let,20,,authentic,14.3,,,
onion,235,,part,20,,feel,14.3,,,
sit,235,,pay,20,,shrimp,14.3,,,
deal,234,,pizza,20,,bubble,14.3,,,
let,233,,red,20,,customer,14.0,,,
seemed,233,,roll,20,,alfredo,14.0,,,
italian,231,,seemed,20,,Asian,14.0,,,
waiter,231,,steak,20,,boba,14.0,,,
seating,230,,style,20,,cilantro,14.0,,,
noodle,229,,tea,20,,college,14.0,,,
local,227,,yummy,20,,Qdoba,14.0,,,
finally,226,,anyway,19,,sake,14.0,,,
whole,226,,appetizer,19,,steakhouse,14.0,,,
real,224,,busy,19,,tandoori,14.0,,,
far,223,,cake,19,,Tom,14.0,,,
mean,223,,clean,19,,udon,14.0,,,
busy,221,,cool,19,,stop,14.0,,,
campus,221,,dining,19,,three,14.0,,,
piece,221,,doe,19,,thin,13.8,,,
plus,221,,dry,19,,home,13.8,,,
stuff,221,,expect,19,,house,13.7,,,
clean,220,,expensive,19,,huge,13.7,,,
having,220,,fine,19,,inside,13.7,,,
own,220,,fish,19,,used,13.7,,,
bean,219,,front,19,,pie,13.7,,,
late,217,,house,19,,spot,13.7,,,
bacon,215,,ingredient,19,,told,13.7,,,
ingredient,215,,liked,19,,nacho,13.7,,,
name,213,,mean,19,,student,13.7,,,
each,211,,name,19,,rib,13.6,,,
red,211,,seating,19,,guy,13.6,,,
trying,210,,started,19,,tuna,13.6,,,
chip,209,,water,19,,couple,13.6,,,
decor,209,,wrong,19,,open,13.5,,,
disappointed,209,,add,18,,dumpling,13.5,,,
white,208,,bowl,18,,olive,13.5,,,
grilled,207,,breakfast,18,,parking,13.5,,,
regular,203,,called,18,,outside,13.5,,,
yet,203,,cream,18,,glass,13.4,,,
glass,201,,decor,18,,cool,13.4,,,
keep,200,,door,18,,full,13.4,,,
doe,199,,entree,18,,thought,13.3,,,
fact,199,,four,18,,potato,13.3,,,
pay,199,,greasy,18,,cart,13.3,,,
today,199,,hungry,18,,half,13.3,,,
bite,198,,late,18,,oven,13.3,,,
cold,198,,later,18,,garlic,13.2,,,
expensive,198,,local,18,,although,13.2,,,
variety,198,,must,18,,dessert,13.2,,,
business,197,,near,18,,veggie,13.2,,,
course,197,,own,18,,old,13.2,,,
later,197,,parking,18,,club,13.2,,,
style,197,,pepper,18,,free,13.2,,,
amount,196,,rather,18,,panini,13.1,,,
brought,195,,real,18,,different,13.1,,,
fine,195,,regular,18,,patio,13.1,,,
second,195,,shrimp,18,,cafeteria,13.0,,,
truck,195,,town,18,,damores,13.0,,,
bring,194,,under,18,,dim,13.0,,,
town,193,,waiter,18,,gnocchi,13.0,,,
Korean,192,,waitress,18,,india,13.0,,,
dog,191,,walked,18,,lassi,13.0,,,
tuna,190,,warm,18,,mexico,13.0,,,
average,188,,absolutely,17,,quesadilla,13.0,,,
seem,188,,average,17,,Saturday,13.0,,,
cake,187,,beer,17,,shawarma,13.0,,,
warm,187,,bring,17,,Wendy's,13.0,,,
pepper,186,,chip,17,,anything,13.0,,,
door,184,,extra,17,,else,13.0,,,
front,184,,family,17,,grilled,12.9,,,
bowl,183,,felt,17,,change,12.9,,,
shop,183,,guess,17,,fun,12.9,,,
yummy,182,,hit,17,,part,12.9,,,
change,181,,loved,17,,mac,12.8,,,
rather,181,,pork,17,,waiter,12.8,,,
fun,180,,room,17,,either,12.8,,,
someone,180,,seem,17,,took,12.8,,,
through,180,,seriously,17,,owner,12.8,,,
bartender,179,,size,17,,away,12.8,,,
called,179,,soft,17,,music,12.8,,,
cream,179,,someone,17,,friday,12.8,,,
mexican,179,,space,17,,almost,12.7,,,
expect,177,,variety,17,,lamb,12.7,,,
myself,177,,wrap,17,,top,12.7,,,
crust,176,,across,16,,perfect,12.7,,,
greasy,176,,bland,16,,line,12.6,,,
wrap,176,,chili,16,,awesome,12.6,,,
standard,175,,combo,16,,local,12.6,,,
kitchen,174,,dressing,16,,mushroom,12.6,,,
must,174,,extremely,16,,found,12.6,,,
tell,174,,grilled,16,,tomato,12.5,,,
wrong,174,,itself,16,,brunch,12.5,,,
garlic,172,,kid,16,,visit,12.5,,,
dry,171,,money,16,,hard,12.5,,,
extra,171,,myself,16,,real,12.4,,,
party,169,,past,16,,beef,12.4,,,
slow,169,,pick,16,,surprised,12.4,,,
started,169,,quickly,16,,wanted,12.4,,,
near,167,,reasonable,16,,Irish,12.3,,,
music,166,,run,16,,chip,12.3,,,
pita,165,,sat,16,,own,12.2,,,
family,164,,soon,16,,street,12.2,,,
space,164,,standard,16,,pool,12.2,,,
group,162,,tell,16,,shop,12.2,,,
kid,162,,through,16,,bottle,12.2,,,
size,162,,vegetarian,16,,overall,12.1,,,
topping,162,,ago,15,,seating,12.1,,,
vegetarian,162,,cook,15,,everyone,12.1,,,
water,162,,dollar,15,,choice,12.1,,,
indian,161,,etc,15,,party,12.1,,,
liked,161,,glass,15,,slow,12.1,,,
several,161,,ice,15,,super,12.1,,,
hungry,160,,joint,15,,late,12.1,,,
joint,160,,kitchen,15,,cooked,12.0,,,
BBQ,158,,mind,15,,bruschetta,12.0,,,
store,158,,miss,15,,chorizo,12.0,,,
across,157,,opened,15,,chowder,12.0,,,
felt,157,,perfectly,15,,during,12.0,,,
tofu,157,,person,15,,enzos,12.0,,,
hit,156,,priced,15,,happy,12.0,,,
live,155,,problem,15,,list,12.0,,,
vegetable,153,,remember,15,,miso,12.0,,,
walked,153,,saw,15,,ordering,12.0,,,
french,152,,shop,15,,penne,12.0,,,
salmon,152,,type,15,,play,12.0,,,
add,150,,vegetable,15,,start,11.9,,,
ago,150,,wall,15,,reason,11.9,,,
chili,150,,wine,15,,looked,11.9,,,
four,149,,wish,15,,date,11.9,,,
guess,149,,baked,14,,week,11.9,,,
reasonable,149,,between,14,,tap,11.9,,,
call,148,,black,14,,chef,11.8,,,
main,148,,call,14,,high,11.8,,,
chocolate,147,,care,14,,green,11.8,,,
fantastic,146,,change,14,,item,11.8,,,
anyway,145,,chocolate,14,,mean,11.7,,,
crowd,145,,closed,14,,seems,11.7,,,
loved,145,,crispy,14,,deal,11.7,,,
hand,144,,cup,14,,salmon,11.7,,,
list,144,,fantastic,14,,blue,11.7,,,
person,144,,five,14,,corn,11.7,,,
priced,144,,french,14,,counter,11.7,,,
run,144,,fun,14,,philly,11.7,,,
authentic,143,,hand,14,,waffle,11.7,,,
five,143,,light,14,,let,11.7,,,
quickly,143,,live,14,,seemed,11.7,,,
start,143,,making,14,,variety,11.6,,,
chef,142,,mixed,14,,busy,11.6,,,
ice,142,,mostly,14,,hummus,11.6,,,
sub,141,,party,14,,decor,11.6,,,
black,140,,plenty,14,,least,11.6,,,
combo,140,,seated,14,,kitchen,11.6,,,
seriously,140,,several,14,,behind,11.6,,,
sitting,140,,short,14,,clean,11.6,,,
behind,139,,sitting,14,,ayce,11.5,,,
itself,138,,slow,14,,panda,11.5,,,
money,138,,store,14,,pizzeria,11.5,,,
past,138,,terrible,14,,several,11.5,,,
salsa,138,,tip,14,,upstairs,11.5,,,
sat,138,,tuna,14,,point,11.5,,,
under,138,,until,14,,decided,11.4,,,
curry,137,,waited,14,,sometimes,11.4,,,
delivery,137,,waiting,14,,bring,11.4,,,
pie,137,,able,13,,main,11.4,,,
remember,137,,bacon,13,,walk,11.4,,,
toast,136,,boyfriend,13,,band,11.3,,,
wife,136,,buffet,13,,dive,11.3,,,
saw,135,,card,13,,eastern,11.3,,,
wish,135,,certainly,13,,fridays,11.3,,,
manager,134,,completely,13,,latte,11.3,,,
type,134,,craving,13,,ingredient,11.3,,,
absolutely,133,,enjoyed,13,,store,11.3,,,
enjoyed,133,,filling,13,,regular,11.3,,,
etc,133,,flavorful,13,,left,11.3,,,
game,133,,garlic,13,,martini,11.3,,,
pick,133,,gone,13,,through,11.3,,,
turkey,133,,husband,13,,enjoy,11.2,,,
terrible,132,,interesting,13,,okay,11.2,,,
between,131,,leave,13,,name,11.2,,,
dollar,131,,life,13,,onion,11.2,,,
mind,131,,main,13,,sit,11.2,,,
waiting,131,,music,13,,manager,11.2,,,
perfectly,129,,neighborhood,13,,especially,11.1,,,
stick,129,,salmon,13,,turkey,11.1,,,
opened,128,,sign,13,,live,11.1,,,
wonderful,128,,slice,13,,average,11.1,,,
bland,127,,solid,13,,seem,11.1,,,
care,126,,stick,13,,campus,11.1,,,
dressing,126,,sushi,13,,aloo,11.0,,,
extremely,126,,twice,13,,bap,11.0,,,
light,126,,wife,13,,chow,11.0,,,
mushroom,126,,wonderful,13,,guac,11.0,,,
brunch,125,,arrived,12,,having,11.0,,,
seated,125,,behind,12,,loud,11.0,,,
cup,124,,believe,12,,opening,11.0,,,
problem,124,,chef,12,,ravioli,11.0,,,
soft,124,,city,12,,strong,11.0,,,
surprised,124,,corner,12,,later,10.9,,,
until,124,,cost,12,,standard,10.9,,,
completely,123,,cut,12,,check,10.9,,,
subway,123,,exactly,12,,seafood,10.9,,,
craving,122,,except,12,,tell,10.9,,,
plenty,122,,generally,12,,yes,10.9,,,
soon,121,,generous,12,,french,10.9,,,
certainly,120,,girl,12,,vegan,10.9,,,
ordering,120,,heard,12,,offer,10.8,,,
cut,119,,list,12,,pho,10.8,,,
date,119,,manager,12,,crab,10.8,,,
short,119,,mediocre,12,,such,10.8,,,
able,118,,middle,12,,town,10.7,,,
baked,118,,prepared,12,,saturday,10.7,,,
gone,118,,pricey,12,,joint,10.7,,,
making,118,,recently,12,,crowded,10.6,,,
patio,118,,rest,12,,watch,10.6,,,
crispy,117,,seen,12,,talk,10.6,,,
crowded,117,,simple,12,,far,10.6,,,
interesting,117,,sort,12,,someone,10.6,,,
tip,117,,start,12,,call,10.6,,,
waited,117,,taco,12,,spice,10.6,,,
watch,117,,tender,12,,red,10.6,,,
miss,116,,turkey,12,,fan,10.5,,,
chain,115,,walking,12,,chocolate,10.5,,,
falafel,115,,weekend,12,,employee,10.5,,,
arrived,114,,worst,12,,NY,10.5,,,
gyro,114,,yelp,12,,omelet,10.5,,,
middle,113,,yum,12,,end,10.5,,,
Asian,112,,already,11,,doe,10.5,,,
closed,112,,ambiance,11,,wife,10.5,,,
takeout,112,,anyone,11,,chain,10.5,,,
ambiance,110,,avoid,11,,fantastic,10.4,,,
boyfriend,110,,based,11,,expensive,10.4,,,
filling,110,,basil,11,,bagel,10.4,,,
highly,110,,BBQ,11,,warm,10.4,,,
cost,109,,case,11,,wrap,10.4,,,
pricey,109,,chain,11,,alone,10.3,,,
rib,109,,charge,11,,bill,10.3,,,
wall,109,,considering,11,,pepper,10.3,,,
neighborhood,108,,crowded,11,,pitcher,10.3,,,
diner,107,,downtown,11,,smoke,10.3,,,
exactly,107,,early,11,,hand,10.3,,,
saturday,107,,evening,11,,whole,10.3,,,
downtown,106,,feeling,11,,fine,10.3,,,
husband,106,,frozen,11,,enjoyed,10.2,,,
mediocre,106,,grill,11,,door,10.2,,,
weekend,106,,group,11,,close,10.2,,,
yelp,106,,head,11,,five,10.2,,,
deli,105,,healthy,11,,may,10.2,,,
employee,105,,help,11,,often,10.2,,,
heard,105,,highly,11,,Sunday,10.2,,,
panini,105,,hope,11,,vegetable,10.2,,,
waffle,105,,idea,11,,wheat,10.2,,,
lettuce,104,,interior,11,,takeout,10.2,,,
simple,104,,lettuce,11,,bowl,10.2,,,
frozen,103,,literally,11,,kid,10.1,,,
friday,102,,located,11,,pleasant,10.1,,,
leave,102,,man,11,,vegetarian,10.1,,,
Sunday,102,,needed,11,,grab,10.1,,,
teriyaki,102,,overpriced,11,,instead,10.1,,,
grab,101,,park,11,,extra,10.1,,,
already,100,,seat,11,,rather,10.1,,,
cook,100,,set,11,,each,10.0,,,
japanese,100,,slightly,11,,piece,10.0,,,
prepared,100,,soda,11,,stuff,10.0,,,
slightly,100,,takeout,11,,ago,10.0,,,
worst,100,,tiny,11,,ambiance,10.0,,,
card,99,,trip,11,,awkward,10.0,,,
chipotle,99,,turned,11,,biryani,10.0,,,
soda,99,,watch,11,,black,10.0,,,
believe,98,,whatever,11,,cheddar,10.0,,,
seen,98,,wing,11,,clam,10.0,,,
crab,97,,attentive,10,,desi,10.0,,,
park,97,,authentic,10,,dosa,10.0,,,
sort,97,,brunch,10,,hall,10.0,,,
walking,97,,buck,10,,highly,10.0,,,
sign,96,,butter,10,,kabob,10.0,,,
early,95,,buy,10,,mapo,10.0,,,
pub,95,,compared,10,,meeting,10.0,,,
read,95,,complaint,10,,mix,10.0,,,
spice,95,,crowd,10,,oyster,10.0,,,
tap,95,,cute,10,,pour,10.0,,,
city,94,,date,10,,queso,10.0,,,
corner,94,,doing,10,,rich,10.0,,,
healthy,94,,employee,10,,roast,10.0,,,
salty,94,,ended,10,,sam,10.0,,,
set,94,,establishment,10,,seared,10.0,,,
twice,94,,giving,10,,sitting,10.0,,,
bill,93,,grab,10,,snack,10.0,,,
charge,93,,impressed,10,,steamed,10.0,,,
hummus,93,,including,10,,study,10.0,,,
solid,92,,Korean,10,,tiramisu,10.0,,,
hookah,91,,lemon,10,,tortellini,10.0,,,
basil,90,,month,10,,trying,10.0,,,
evening,90,,morning,10,,valerie,10.0,,,
mixed,90,,mouth,10,,wiener,10.0,,,
mostly,90,,mushroom,10,,bean,10.0,,,
ramen,90,,ordering,10,,disappointed,10.0,,,
yum,90,,pie,10,,fact,10.0,,,
impressed,89,,plain,10,,pay,10.0,,,
lamb,89,,poor,10,,called,9.9,,,
overpriced,89,,read,10,,cream,9.9,,,
tiny,89,,ready,10,,stick,9.9,,,
turned,89,,reasonably,10,,cut,9.9,,,
cocktail,88,,salt,10,,white,9.9,,,
girl,88,,salty,10,,bite,9.9,,,
literally,88,,saturday,10,,cold,9.9,,,
recently,88,,school,10,,others,9.9,,,
sausage,88,,shot,10,,dark,9.9,,,
together,88,,Sunday,10,,style,9.9,,,
grill,87,,surprised,10,,wonderful,9.8,,,
life,87,,taking,10,,cake,9.8,,,
month,87,,tofu,10,,finally,9.8,,,
ready,87,,topping,10,,across,9.8,,,
seafood,87,,woman,10,,buffalo,9.8,,,
tender,87,,wow,10,,cooky,9.8,,,
buck,86,,added,9,,hear,9.8,,,
TV,86,,along,9,,greasy,9.8,,,
attentive,85,,anywhere,9,,sausage,9.8,,,
rest,85,,available,9,,together,9.8,,,
spinach,85,,bill,9,,ale,9.8,,,
talk,85,,building,9,,brought,9.8,,,
whatever,85,,center,9,,reservation,9.8,,,
feeling,84,,chance,9,,front,9.7,,,
sake,84,,Chinese,9,,broccoli,9.7,,,
generous,83,,crab,9,,cover,9.7,,,
greek,83,,dog,9,,must,9.7,,,
seat,83,,empty,9,,yet,9.7,,,
thin,83,,entire,9,,family,9.6,,,
empty,82,,eye,9,,space,9.6,,,
generally,82,,fairly,9,,coming,9.6,,,
considering,81,,floor,9,,downtown,9.6,,,
establishment,81,,forget,9,,might,9.6,,,
interior,81,,game,9,,plus,9.6,,,
olive,81,,gotten,9,,person,9.6,,,
pleasant,81,,hate,9,,priced,9.6,,,
shot,81,,heart,9,,size,9.5,,,
trip,81,,helpful,9,,keep,9.5,,,
ended,80,,homemade,9,,arrived,9.5,,,
except,80,,italian,9,,bakery,9.5,,,
floor,80,,job,9,,muffin,9.5,,,
head,80,,lady,9,,pickle,9.5,,,
needed,80,,noodle,9,,read,9.5,,,
show,80,,occasion,9,,ice,9.5,,,
building,79,,opinion,9,,completely,9.5,,,
butter,79,,packed,9,,lettuce,9.5,,,
club,79,,paid,9,,spinach,9.4,,,
flavorful,79,,pasta,9,,general,9.4,,,
others,79,,patio,9,,terrible,9.4,,,
